Country,Year,Date,Holiday Name,Holiday Type,Weekday,Where It is Observed
malaysia,2020,2020-10-29,The Prophet Muhammad's Birthday,Federal Public Holiday,Thursday,
malaysia,2020,2020-11-14,Diwali/Deepavali,Federal Public Holiday,Saturday,
malaysia,2020,2020-12-21,December Solstice,Season,Monday,
malaysia,2020,2020-12-24,Christmas Eve,Observance,Thursday,
malaysia,2020,2020-12-25,Christmas Day,Federal Public Holiday,Friday,
malaysia,2020,2020-12-31,New Year's Eve,Observance,Thursday,
maldives,2017,2017-01-01,New Year's Day,Public Holiday,Sunday,
maldives,2017,2017-01-01,Maldives embrace Islam,Public Holiday,Sunday,
maldives,2017,2017-03-20,March equinox,Season,Monday,
maldives,2017,2017-05-01,Labor Day / May Day,Public Holiday,Monday,
maldives,2017,2017-05-27,Ramadan begins,Public Holiday,Saturday,
maldives,2017,2017-06-21,June Solstice,Season,Wednesday,
maldives,2017,2017-06-26,Eid-al-Fitr,Public Holiday,Monday,
maldives,2017,2017-07-26,Independence Day,Public Holiday,Wednesday,
maldives,2017,2017-09-02,Eid-al-Adha,Public Holiday,Saturday,
maldives,2017,2017-09-02,Hajj Day,Public Holiday,Saturday,
maldives,2017,2017-09-22,Muharram/Islamic New Year,Public Holiday,Friday,
maldives,2017,2017-09-22,September equinox,Season,Friday,
maldives,2017,2017-11-03,Victory Day,Public Holiday,Friday,
maldives,2017,2017-11-11,Republic Day,Public Holiday,Saturday,
maldives,2017,2017-11-19,National Day,Public Holiday,Sunday,
maldives,2017,2017-12-01,Prophet's Birthday,Public Holiday,Friday,
maldives,2017,2017-12-21,December Solstice,Season,Thursday,
maldives,2018,2018-01-01,New Year's Day,Public Holiday,Monday,
maldives,2018,2018-03-20,March equinox,Season,Tuesday,
maldives,2018,2018-05-01,Labor Day / May Day,Public Holiday,Tuesday,
maldives,2018,2018-05-16,Ramadan begins,Public Holiday,Wednesday,
maldives,2018,2018-06-15,Eid-al-Fitr,Public Holiday,Friday,
maldives,2018,2018-06-21,June Solstice,Season,Thursday,
maldives,2018,2018-07-26,Independence Day,Public Holiday,Thursday,
maldives,2018,2018-08-22,Eid-al-Adha,Public Holiday,Wednesday,
maldives,2018,2018-09-12,Muharram/Islamic New Year,Public Holiday,Wednesday,
maldives,2018,2018-09-23,September equinox,Season,Sunday,
maldives,2018,2018-11-03,Victory Day,Public Holiday,Saturday,
maldives,2018,2018-11-11,Republic Day,Public Holiday,Sunday,
maldives,2018,2018-11-21,Prophet's Birthday,Public Holiday,Wednesday,
maldives,2018,2018-12-21,December Solstice,Season,Friday,
maldives,2019,2019-01-01,New Year's Day,Public Holiday,Tuesday,
maldives,2019,2019-03-20,March equinox,Season,Wednesday,
maldives,2019,2019-05-01,Labor Day / May Day,Public Holiday,Wednesday,
maldives,2019,2019-05-06,Ramadan begins,Public Holiday,Monday,
maldives,2019,2019-06-05,Eid-al-Fitr,Public Holiday,Wednesday,
maldives,2019,2019-06-21,June Solstice,Season,Friday,
maldives,2019,2019-07-26,Independence Day,Public Holiday,Friday,
maldives,2019,2019-08-12,Eid-al-Adha,Public Holiday,Monday,
maldives,2019,2019-09-01,Muharram/Islamic New Year,Public Holiday,Sunday,
maldives,2019,2019-09-23,September equinox,Season,Monday,
maldives,2019,2019-11-03,Victory Day,Public Holiday,Sunday,
maldives,2019,2019-11-10,Prophet's Birthday,Public Holiday,Sunday,
maldives,2019,2019-11-11,Republic Day,Public Holiday,Monday,
maldives,2019,2019-12-22,December Solstice,Season,Sunday,
maldives,2020,2020-01-01,New Year's Day,Public Holiday,Wednesday,
maldives,2020,2020-03-20,March equinox,Season,Friday,
maldives,2020,2020-04-24,Ramadan begins,Public Holiday,Friday,
maldives,2020,2020-05-01,Labor Day / May Day,Public Holiday,Friday,
maldives,2020,2020-05-24,Eid-al-Fitr,Public Holiday,Sunday,
maldives,2020,2020-06-20,June Solstice,Season,Saturday,
maldives,2020,2020-07-26,Independence Day,Public Holiday,Sunday,
maldives,2020,2020-07-31,Eid-al-Adha,Public Holiday,Friday,
maldives,2020,2020-08-20,Muharram/Islamic New Year,Public Holiday,Thursday,
maldives,2020,2020-09-22,September equinox,Season,Tuesday,
maldives,2020,2020-10-29,Prophet's Birthday,Public Holiday,Thursday,
maldives,2020,2020-11-03,Victory Day,Public Holiday,Tuesday,
maldives,2020,2020-11-11,Republic Day,Public Holiday,Wednesday,
maldives,2020,2020-12-21,December Solstice,Season,Monday,
mali,2017,2017-03-20,March equinox,Season,Monday,
mali,2017,2017-03-26,Martyrs' Day,Public Holiday,Sunday,
mali,2017,2017-04-17,Easter Monday,Public Holiday,Monday,
mali,2017,2017-05-01,Workers' Day,Public Holiday,Monday,
mali,2017,2017-05-25,Africa Day,Public Holiday,Thursday,
mali,2017,2017-06-05,Whit Monday,Public Holiday,Monday,
mali,2017,2017-06-21,June Solstice,Season,Wednesday,
mali,2017,2017-06-26,Eid al-Fitr,Public Holiday,Monday,
mali,2017,2017-09-02,Eid al-Adha,Public Holiday,Saturday,
mali,2017,2017-09-22,September equinox,Season,Friday,
mali,2017,2017-09-22,Independence Day,Public Holiday,Friday,
mali,2017,2017-12-01,The Prophet's Birthday,Public Holiday,Friday,
mali,2017,2017-12-21,December Solstice,Season,Thursday,
mali,2017,2017-12-25,Christmas Day,Public Holiday,Monday,
mali,2018,2018-03-20,March equinox,Season,Tuesday,
mali,2018,2018-03-26,Martyrs' Day,Public Holiday,Monday,
mali,2018,2018-04-02,Easter Monday,Public Holiday,Monday,
mali,2018,2018-05-01,Workers' Day,Public Holiday,Tuesday,
mali,2018,2018-05-21,Whit Monday,Public Holiday,Monday,
mali,2018,2018-05-25,Africa Day,Public Holiday,Friday,
mali,2018,2018-06-15,Eid al-Fitr,Public Holiday,Friday,
mali,2018,2018-06-21,June Solstice,Season,Thursday,
mali,2018,2018-08-22,Eid al-Adha,Public Holiday,Wednesday,
mali,2018,2018-09-22,Independence Day,Public Holiday,Saturday,
mali,2018,2018-09-23,September equinox,Season,Sunday,
mali,2018,2018-11-21,The Prophet's Birthday,Public Holiday,Wednesday,
mali,2018,2018-12-21,December Solstice,Season,Friday,
mali,2018,2018-12-25,Christmas Day,Public Holiday,Tuesday,
mali,2019,2019-03-20,March equinox,Season,Wednesday,
mali,2019,2019-03-26,Martyrs' Day,Public Holiday,Tuesday,
mali,2019,2019-04-22,Easter Monday,Public Holiday,Monday,
mali,2019,2019-05-01,Workers' Day,Public Holiday,Wednesday,
mali,2019,2019-05-25,Africa Day,Public Holiday,Saturday,
mali,2019,2019-06-05,Eid al-Fitr,Public Holiday,Wednesday,
mali,2019,2019-06-10,Whit Monday,Public Holiday,Monday,
mali,2019,2019-06-21,June Solstice,Season,Friday,
mali,2019,2019-08-12,Eid al-Adha,Public Holiday,Monday,
mali,2019,2019-09-22,Independence Day,Public Holiday,Sunday,
mali,2019,2019-09-23,September equinox,Season,Monday,
mali,2019,2019-11-10,The Prophet's Birthday,Public Holiday,Sunday,
mali,2019,2019-12-22,December Solstice,Season,Sunday,
mali,2019,2019-12-25,Christmas Day,Public Holiday,Wednesday,
mali,2020,2020-03-20,March equinox,Season,Friday,
mali,2020,2020-03-26,Martyrs' Day,Public Holiday,Thursday,
mali,2020,2020-04-13,Easter Monday,Public Holiday,Monday,
mali,2020,2020-05-01,Workers' Day,Public Holiday,Friday,
mali,2020,2020-05-24,Eid al-Fitr,Public Holiday,Sunday,
mali,2020,2020-05-25,Africa Day,Public Holiday,Monday,
mali,2020,2020-06-01,Whit Monday,Public Holiday,Monday,
mali,2020,2020-06-20,June Solstice,Season,Saturday,
mali,2020,2020-07-31,Eid al-Adha,Public Holiday,Friday,
mali,2020,2020-09-22,September equinox,Season,Tuesday,
mali,2020,2020-09-22,Independence Day,Public Holiday,Tuesday,
mali,2020,2020-10-29,The Prophet's Birthday,Public Holiday,Thursday,
mali,2020,2020-12-21,December Solstice,Season,Monday,
mali,2020,2020-12-25,Christmas Day,Public Holiday,Friday,
malta,2017,2017-01-01,New Year's Day,National holiday,Sunday,
malta,2017,2017-02-10,Feast of Saint Paul's Shipwreck,National holiday,Friday,
malta,2017,2017-03-19,Feast of Saint Joseph,National holiday,Sunday,
malta,2017,2017-03-31,Freedom Day,National holiday,Friday,
malta,2017,2017-04-14,Good Friday,National holiday,Friday,
malta,2017,2017-04-16,Easter Sunday,Observance,Sunday,
malta,2017,2017-04-17,Easter Monday (bank holiday),Bank holiday,Monday,
malta,2017,2017-05-01,Labour Day/May Day,National holiday,Monday,
malta,2017,2017-06-07,Sette Giugno,National holiday,Wednesday,
malta,2017,2017-06-29,Feast of Saints Peter and Paul,National holiday,Thursday,
malta,2017,2017-08-15,The Feast of Mary's Assumption,National holiday,Tuesday,
malta,2017,2017-09-08,The Feast of Our Lady of Victories,National holiday,Friday,
malta,2017,2017-09-21,Independence Day,National holiday,Thursday,
malta,2017,2017-12-08,Feast of the Immaculate Conception,National holiday,Friday,
malta,2017,2017-12-13,Republic Day,National holiday,Wednesday,
malta,2017,2017-12-24,Christmas Eve,Observance,Sunday,
malta,2017,2017-12-25,Christmas Day,National holiday,Monday,
malta,2017,2017-12-26,Boxing Day (bank holiday),Bank holiday,Tuesday,
malta,2017,2017-12-31,New Year's Eve,Observance,Sunday,
malta,2018,2018-01-01,New Year's Day,National holiday,Monday,
malta,2018,2018-02-10,Feast of Saint Paul's Shipwreck,National holiday,Saturday,
malta,2018,2018-03-19,Feast of Saint Joseph,National holiday,Monday,
malta,2018,2018-03-30,Good Friday,National holiday,Friday,
malta,2018,2018-03-31,Freedom Day,National holiday,Saturday,
malta,2018,2018-04-01,Easter Sunday,Observance,Sunday,
malta,2018,2018-04-02,Easter Monday (bank holiday),Bank holiday,Monday,
malta,2018,2018-05-01,Labour Day/May Day,National holiday,Tuesday,
malta,2018,2018-06-07,Sette Giugno,National holiday,Thursday,
malta,2018,2018-06-29,Feast of Saints Peter and Paul,National holiday,Friday,
malta,2018,2018-08-15,The Feast of Mary's Assumption,National holiday,Wednesday,
malta,2018,2018-09-08,The Feast of Our Lady of Victories,National holiday,Saturday,
malta,2018,2018-09-21,Independence Day,National holiday,Friday,
malta,2018,2018-12-08,Feast of the Immaculate Conception,National holiday,Saturday,
malta,2018,2018-12-13,Republic Day,National holiday,Thursday,
malta,2018,2018-12-24,Christmas Eve,Observance,Monday,
malta,2018,2018-12-25,Christmas Day,National holiday,Tuesday,
malta,2018,2018-12-26,Boxing Day (bank holiday),Bank holiday,Wednesday,
malta,2018,2018-12-31,New Year's Eve,Observance,Monday,
malta,2019,2019-01-01,New Year's Day,National holiday,Tuesday,
malta,2019,2019-02-10,Feast of Saint Paul's Shipwreck,National holiday,Sunday,
malta,2019,2019-03-19,Feast of Saint Joseph,National holiday,Tuesday,
malta,2019,2019-03-31,Freedom Day,National holiday,Sunday,
malta,2019,2019-04-19,Good Friday,National holiday,Friday,
malta,2019,2019-04-21,Easter Sunday,Observance,Sunday,
malta,2019,2019-04-22,Easter Monday (bank holiday),Bank holiday,Monday,
malta,2019,2019-05-01,Labour Day/May Day,National holiday,Wednesday,
malta,2019,2019-06-07,Sette Giugno,National holiday,Friday,
malta,2019,2019-06-29,Feast of Saints Peter and Paul,National holiday,Saturday,
malta,2019,2019-08-15,The Feast of Mary's Assumption,National holiday,Thursday,
malta,2019,2019-09-08,The Feast of Our Lady of Victories,National holiday,Sunday,
malta,2019,2019-09-21,Independence Day,National holiday,Saturday,
malta,2019,2019-12-08,Feast of the Immaculate Conception,National holiday,Sunday,
malta,2019,2019-12-13,Republic Day,National holiday,Friday,
malta,2019,2019-12-24,Christmas Eve,Observance,Tuesday,
malta,2019,2019-12-25,Christmas Day,National holiday,Wednesday,
malta,2019,2019-12-26,Boxing Day (bank holiday),Bank holiday,Thursday,
malta,2019,2019-12-31,New Year's Eve,Observance,Tuesday,
malta,2020,2020-01-01,New Year's Day,National holiday,Wednesday,
malta,2020,2020-02-10,Feast of Saint Paul's Shipwreck,National holiday,Monday,
malta,2020,2020-03-19,Feast of Saint Joseph,National holiday,Thursday,
malta,2020,2020-03-31,Freedom Day,National holiday,Tuesday,
malta,2020,2020-04-10,Good Friday,National holiday,Friday,
malta,2020,2020-04-12,Easter Sunday,Observance,Sunday,
malta,2020,2020-04-13,Easter Monday (bank holiday),Bank holiday,Monday,
malta,2020,2020-05-01,Labour Day/May Day,National holiday,Friday,
malta,2020,2020-06-07,Sette Giugno,National holiday,Sunday,
malta,2020,2020-06-29,Feast of Saints Peter and Paul,National holiday,Monday,
malta,2020,2020-08-15,The Feast of Mary's Assumption,National holiday,Saturday,
malta,2020,2020-09-08,The Feast of Our Lady of Victories,National holiday,Tuesday,
malta,2020,2020-09-21,Independence Day,National holiday,Monday,
malta,2020,2020-12-08,Feast of the Immaculate Conception,National holiday,Tuesday,
malta,2020,2020-12-13,Republic Day,National holiday,Sunday,
malta,2020,2020-12-24,Christmas Eve,Observance,Thursday,
malta,2020,2020-12-25,Christmas Day,National holiday,Friday,
malta,2020,2020-12-26,Boxing Day (bank holiday),Bank holiday,Saturday,
malta,2020,2020-12-31,New Year's Eve,Observance,Thursday,
marshall-islands,2017,2017-01-01,New Year's Day,Public Holiday,Sunday,
marshall-islands,2017,2017-03-01,Remembrance Day,Public Holiday,Wednesday,
marshall-islands,2017,2017-03-20,March equinox,Season,Monday,
marshall-islands,2017,2017-04-14,Good Friday,Public Holiday,Friday,
marshall-islands,2017,2017-05-01,Constitution Day,Public Holiday,Monday,
marshall-islands,2017,2017-06-21,June Solstice,Season,Wednesday,
marshall-islands,2017,2017-07-07,Fishermen's Holiday,Public Holiday,Friday,
marshall-islands,2017,2017-09-01,Labor Day,Public Holiday,Friday,
marshall-islands,2017,2017-09-22,September equinox,Season,Friday,
marshall-islands,2017,2017-09-22,Manit Day,Public Holiday,Friday,
marshall-islands,2017,2017-11-17,President's Day,Public Holiday,Friday,
marshall-islands,2017,2017-12-01,Gospel Day,Public Holiday,Friday,
marshall-islands,2017,2017-12-21,December Solstice,Season,Thursday,
marshall-islands,2017,2017-12-25,Christmas Day,Public Holiday,Monday,
marshall-islands,2017,2017-12-31,New Year's Eve,Public Holiday,Sunday,
marshall-islands,2018,2018-01-01,New Year's Day,Public Holiday,Monday,
marshall-islands,2018,2018-03-01,Remembrance Day,Public Holiday,Thursday,
marshall-islands,2018,2018-03-20,March equinox,Season,Tuesday,
marshall-islands,2018,2018-03-30,Good Friday,Public Holiday,Friday,
marshall-islands,2018,2018-05-01,Constitution Day,Public Holiday,Tuesday,
marshall-islands,2018,2018-06-21,June Solstice,Season,Thursday,
marshall-islands,2018,2018-07-06,Fishermen's Holiday,Public Holiday,Friday,
marshall-islands,2018,2018-09-07,Labor Day,Public Holiday,Friday,
marshall-islands,2018,2018-09-23,September equinox,Season,Sunday,
marshall-islands,2018,2018-09-28,Manit Day,Public Holiday,Friday,
marshall-islands,2018,2018-11-17,President's Day,Public Holiday,Saturday,
marshall-islands,2018,2018-12-07,Gospel Day,Public Holiday,Friday,
marshall-islands,2018,2018-12-21,December Solstice,Season,Friday,
marshall-islands,2018,2018-12-25,Christmas Day,Public Holiday,Tuesday,
marshall-islands,2018,2018-12-31,New Year's Eve,Public Holiday,Monday,
marshall-islands,2019,2019-01-01,New Year's Day,Public Holiday,Tuesday,
marshall-islands,2019,2019-03-01,Remembrance Day,Public Holiday,Friday,
marshall-islands,2019,2019-03-20,March equinox,Season,Wednesday,
marshall-islands,2019,2019-04-19,Good Friday,Public Holiday,Friday,
marshall-islands,2019,2019-05-01,Constitution Day,Public Holiday,Wednesday,
marshall-islands,2019,2019-06-21,June Solstice,Season,Friday,
marshall-islands,2019,2019-07-05,Fishermen's Holiday,Public Holiday,Friday,
marshall-islands,2019,2019-09-06,Labor Day,Public Holiday,Friday,
marshall-islands,2019,2019-09-23,September equinox,Season,Monday,
marshall-islands,2019,2019-09-27,Manit Day,Public Holiday,Friday,
marshall-islands,2019,2019-11-17,President's Day,Public Holiday,Sunday,
marshall-islands,2019,2019-12-06,Gospel Day,Public Holiday,Friday,
marshall-islands,2019,2019-12-22,December Solstice,Season,Sunday,
marshall-islands,2019,2019-12-25,Christmas Day,Public Holiday,Wednesday,
marshall-islands,2019,2019-12-31,New Year's Eve,Public Holiday,Tuesday,
marshall-islands,2020,2020-01-01,New Year's Day,Public Holiday,Wednesday,
marshall-islands,2020,2020-03-01,Remembrance Day,Public Holiday,Sunday,
marshall-islands,2020,2020-03-20,March equinox,Season,Friday,
marshall-islands,2020,2020-04-10,Good Friday,Public Holiday,Friday,
marshall-islands,2020,2020-05-01,Constitution Day,Public Holiday,Friday,
marshall-islands,2020,2020-06-20,June Solstice,Season,Saturday,
marshall-islands,2020,2020-07-03,Fishermen's Holiday,Public Holiday,Friday,
marshall-islands,2020,2020-09-04,Labor Day,Public Holiday,Friday,
marshall-islands,2020,2020-09-22,September equinox,Season,Tuesday,
marshall-islands,2020,2020-09-25,Manit Day,Public Holiday,Friday,
marshall-islands,2020,2020-11-17,President's Day,Public Holiday,Tuesday,
marshall-islands,2020,2020-12-04,Gospel Day,Public Holiday,Friday,
marshall-islands,2020,2020-12-21,December Solstice,Season,Monday,
marshall-islands,2020,2020-12-25,Christmas Day,Public Holiday,Friday,
marshall-islands,2020,2020-12-31,New Year's Eve,Public Holiday,Thursday,
martinique,2017,2017-01-01,New Year,Public Holiday,Sunday,
martinique,2017,2017-03-20,March equinox,Season,Monday,
martinique,2017,2017-04-17,Easter Monday,Public Holiday,Monday,
martinique,2017,2017-05-01,Labor Day,Public Holiday,Monday,
martinique,2017,2017-05-08,Victory Day,Public Holiday,Monday,
martinique,2017,2017-05-25,Ascension Day,Public Holiday,Thursday,
martinique,2017,2017-06-05,Whit Monday,Public Holiday,Monday,
martinique,2017,2017-06-21,June Solstice,Season,Wednesday,
martinique,2017,2017-07-14,Bastille Day,Public Holiday,Friday,
martinique,2017,2017-08-15,Assumption of Mary,Public Holiday,Tuesday,
martinique,2017,2017-09-22,September equinox,Season,Friday,
martinique,2017,2017-11-01,All Saints' Eve,Public Holiday,Wednesday,
martinique,2017,2017-11-11,Armistice Day,Public Holiday,Saturday,
martinique,2017,2017-12-21,December Solstice,Season,Thursday,
martinique,2017,2017-12-25,Christmas Day,Public Holiday,Monday,
martinique,2018,2018-01-01,New Year,Public Holiday,Monday,
martinique,2018,2018-03-20,March equinox,Season,Tuesday,
martinique,2018,2018-04-02,Easter Monday,Public Holiday,Monday,
martinique,2018,2018-05-01,Labor Day,Public Holiday,Tuesday,
martinique,2018,2018-05-08,Victory Day,Public Holiday,Tuesday,
martinique,2018,2018-05-10,Ascension Day,Public Holiday,Thursday,
martinique,2018,2018-05-21,Whit Monday,Public Holiday,Monday,
martinique,2018,2018-06-21,June Solstice,Season,Thursday,
martinique,2018,2018-07-14,Bastille Day,Public Holiday,Saturday,
martinique,2018,2018-08-15,Assumption of Mary,Public Holiday,Wednesday,
martinique,2018,2018-09-23,September equinox,Season,Sunday,
martinique,2018,2018-11-01,All Saints' Eve,Public Holiday,Thursday,
martinique,2018,2018-11-11,Armistice Day,Public Holiday,Sunday,
martinique,2018,2018-12-21,December Solstice,Season,Friday,
martinique,2018,2018-12-25,Christmas Day,Public Holiday,Tuesday,
martinique,2019,2019-01-01,New Year,Public Holiday,Tuesday,
martinique,2019,2019-03-20,March equinox,Season,Wednesday,
martinique,2019,2019-04-22,Easter Monday,Public Holiday,Monday,
martinique,2019,2019-05-01,Labor Day,Public Holiday,Wednesday,
martinique,2019,2019-05-08,Victory Day,Public Holiday,Wednesday,
martinique,2019,2019-05-30,Ascension Day,Public Holiday,Thursday,
martinique,2019,2019-06-10,Whit Monday,Public Holiday,Monday,
martinique,2019,2019-06-21,June Solstice,Season,Friday,
martinique,2019,2019-07-14,Bastille Day,Public Holiday,Sunday,
martinique,2019,2019-08-15,Assumption of Mary,Public Holiday,Thursday,
martinique,2019,2019-09-23,September equinox,Season,Monday,
martinique,2019,2019-11-01,All Saints' Eve,Public Holiday,Friday,
martinique,2019,2019-11-11,Armistice Day,Public Holiday,Monday,
martinique,2019,2019-12-22,December Solstice,Season,Sunday,
martinique,2019,2019-12-25,Christmas Day,Public Holiday,Wednesday,
martinique,2020,2020-01-01,New Year,Public Holiday,Wednesday,
martinique,2020,2020-03-20,March equinox,Season,Friday,
martinique,2020,2020-04-13,Easter Monday,Public Holiday,Monday,
martinique,2020,2020-05-01,Labor Day,Public Holiday,Friday,
martinique,2020,2020-05-08,Victory Day,Public Holiday,Friday,
martinique,2020,2020-05-21,Ascension Day,Public Holiday,Thursday,
martinique,2020,2020-06-01,Whit Monday,Public Holiday,Monday,
martinique,2020,2020-06-20,June Solstice,Season,Saturday,
martinique,2020,2020-07-14,Bastille Day,Public Holiday,Tuesday,
martinique,2020,2020-08-15,Assumption of Mary,Public Holiday,Saturday,
martinique,2020,2020-09-22,September equinox,Season,Tuesday,
martinique,2020,2020-11-01,All Saints' Eve,Public Holiday,Sunday,
martinique,2020,2020-11-11,Armistice Day,Public Holiday,Wednesday,
martinique,2020,2020-12-21,December Solstice,Season,Monday,
martinique,2020,2020-12-25,Christmas Day,Public Holiday,Friday,
mauritania,2017,2017-01-01,New Year's Day,Public Holiday,Sunday,
mauritania,2017,2017-03-20,March equinox,Season,Monday,
mauritania,2017,2017-05-01,Labor Day / May Day,Public Holiday,Monday,
mauritania,2017,2017-05-25,Africa Day,Public Holiday,Thursday,
mauritania,2017,2017-06-21,June Solstice,Season,Wednesday,
mauritania,2017,2017-06-26,Eid-al-Fitr,Public Holiday,Monday,
mauritania,2017,2017-09-02,Eid-al-Adha,Public Holiday,Saturday,
mauritania,2017,2017-09-22,Muharram/Islamic New Year,Public Holiday,Friday,
mauritania,2017,2017-09-22,September equinox,Season,Friday,
mauritania,2017,2017-11-28,Independence Day,Public Holiday,Tuesday,
mauritania,2017,2017-12-01,Prophet's Birthday,Public Holiday,Friday,
mauritania,2017,2017-12-21,December Solstice,Season,Thursday,
mauritania,2018,2018-01-01,New Year's Day,Public Holiday,Monday,
mauritania,2018,2018-03-20,March equinox,Season,Tuesday,
mauritania,2018,2018-05-01,Labor Day / May Day,Public Holiday,Tuesday,
mauritania,2018,2018-05-25,Africa Day,Public Holiday,Friday,
mauritania,2018,2018-06-15,Eid-al-Fitr,Public Holiday,Friday,
mauritania,2018,2018-06-21,June Solstice,Season,Thursday,
mauritania,2018,2018-08-22,Eid-al-Adha,Public Holiday,Wednesday,
mauritania,2018,2018-09-12,Muharram/Islamic New Year,Public Holiday,Wednesday,
mauritania,2018,2018-09-23,September equinox,Season,Sunday,
mauritania,2018,2018-11-21,Prophet's Birthday,Public Holiday,Wednesday,
mauritania,2018,2018-11-28,Independence Day,Public Holiday,Wednesday,
mauritania,2018,2018-12-21,December Solstice,Season,Friday,
mauritania,2019,2019-01-01,New Year's Day,Public Holiday,Tuesday,
mauritania,2019,2019-03-20,March equinox,Season,Wednesday,
mauritania,2019,2019-05-01,Labor Day / May Day,Public Holiday,Wednesday,
mauritania,2019,2019-05-25,Africa Day,Public Holiday,Saturday,
mauritania,2019,2019-06-05,Eid-al-Fitr,Public Holiday,Wednesday,
mauritania,2019,2019-06-21,June Solstice,Season,Friday,
mauritania,2019,2019-08-12,Eid-al-Adha,Public Holiday,Monday,
mauritania,2019,2019-09-01,Muharram/Islamic New Year,Public Holiday,Sunday,
mauritania,2019,2019-09-23,September equinox,Season,Monday,
mauritania,2019,2019-11-10,Prophet's Birthday,Public Holiday,Sunday,
mauritania,2019,2019-11-28,Independence Day,Public Holiday,Thursday,
mauritania,2019,2019-12-22,December Solstice,Season,Sunday,
mauritania,2020,2020-01-01,New Year's Day,Public Holiday,Wednesday,
mauritania,2020,2020-03-20,March equinox,Season,Friday,
mauritania,2020,2020-05-01,Labor Day / May Day,Public Holiday,Friday,
mauritania,2020,2020-05-24,Eid-al-Fitr,Public Holiday,Sunday,
mauritania,2020,2020-05-25,Africa Day,Public Holiday,Monday,
mauritania,2020,2020-06-20,June Solstice,Season,Saturday,
mauritania,2020,2020-07-31,Eid-al-Adha,Public Holiday,Friday,
mauritania,2020,2020-08-20,Muharram/Islamic New Year,Public Holiday,Thursday,
mauritania,2020,2020-09-22,September equinox,Season,Tuesday,
mauritania,2020,2020-10-29,Prophet's Birthday,Public Holiday,Thursday,
mauritania,2020,2020-11-28,Independence Day,Public Holiday,Saturday,
mauritania,2020,2020-12-21,December Solstice,Season,Monday,
mauritius,2017,2017-01-01,New Year,Public Holiday,Sunday,
mauritius,2017,2017-01-02,New Year observed,Public Holiday,Monday,
mauritius,2017,2017-01-28,Chinese Spring Festival,Public Holiday,Saturday,
mauritius,2017,2017-02-01,Abolition of Slavery,Public Holiday,Wednesday,
mauritius,2017,2017-02-09,Thaipoosam Cavadee,Public Holiday,Thursday,
mauritius,2017,2017-02-24,Maha Shivaratri,Hindu Holiday,Friday,
mauritius,2017,2017-03-12,Holi,Hindu Holiday,Sunday,
mauritius,2017,2017-03-12,National Day,Public Holiday,Sunday,
mauritius,2017,2017-03-20,March equinox,Season,Monday,
mauritius,2017,2017-03-29,Ougadi,Public Holiday,Wednesday,
mauritius,2017,2017-05-01,Labour Day,Public Holiday,Monday,
mauritius,2017,2017-05-14,Mother's Day,Observance,Sunday,
mauritius,2017,2017-06-18,Father's Day,Observance,Sunday,
mauritius,2017,2017-06-21,June Solstice,Season,Wednesday,
mauritius,2017,2017-06-26,Eid al-Fitr,Public Holiday,Monday,
mauritius,2017,2017-08-07,Raksha Bandhan,Hindu Holiday,Monday,
mauritius,2017,2017-08-14,Janmashtami,Hindu Holiday,Monday,
mauritius,2017,2017-08-15,Assumption of Mary,Public Holiday,Tuesday,
mauritius,2017,2017-08-25,Ganesh Chaturthi,Hindu Holiday,Friday,
mauritius,2017,2017-09-20,Navaratri,Hindu Holiday,Wednesday,
mauritius,2017,2017-09-22,September equinox,Season,Friday,
mauritius,2017,2017-09-30,Dussehra,Hindu Holiday,Saturday,
mauritius,2017,2017-10-19,Divali,Public Holiday,Thursday,
mauritius,2017,2017-11-01,All Saints Day,Public Holiday,Wednesday,
mauritius,2017,2017-11-02,Arrival of Indentured Labourers,Public Holiday,Thursday,
mauritius,2017,2017-12-21,December Solstice,Season,Thursday,
mauritius,2017,2017-12-25,Christmas Day,Public Holiday,Monday,
mauritius,2018,2018-01-01,New Year,Public Holiday,Monday,
mauritius,2018,2018-01-02,New Year (observed),Public Holiday,Tuesday,
mauritius,2018,2018-01-31,Thaipoosam Cavadee,Public Holiday,Wednesday,
mauritius,2018,2018-02-01,Abolition of Slavery,Public Holiday,Thursday,
mauritius,2018,2018-02-13,Maha Shivaratri,Hindu Holiday,Tuesday,
mauritius,2018,2018-02-16,Chinese Spring Festival,Public Holiday,Friday,
mauritius,2018,2018-03-02,Holi,Hindu Holiday,Friday,
mauritius,2018,2018-03-12,National Day,Public Holiday,Monday,
mauritius,2018,2018-03-18,Ougadi,Public Holiday,Sunday,
mauritius,2018,2018-03-20,March equinox,Season,Tuesday,
mauritius,2018,2018-05-01,Labour Day,Public Holiday,Tuesday,
mauritius,2018,2018-05-13,Mother's Day,Observance,Sunday,
mauritius,2018,2018-06-15,Eid al-Fitr,Public Holiday,Friday,
mauritius,2018,2018-06-17,Father's Day,Observance,Sunday,
mauritius,2018,2018-06-21,June Solstice,Season,Thursday,
mauritius,2018,2018-08-15,Assumption of Mary,Public Holiday,Wednesday,
mauritius,2018,2018-08-26,Raksha Bandhan,Hindu Holiday,Sunday,
mauritius,2018,2018-09-02,Janmashtami,Hindu Holiday,Sunday,
mauritius,2018,2018-09-12,Ganesh Chaturthi,Hindu Holiday,Wednesday,
mauritius,2018,2018-09-23,September equinox,Season,Sunday,
